STU_ID,BYS87A,BYS87C,BYS87F,F1S18A,F1S18B,F1S18C,F1S18D,F1S18E
176116,NA,NA,NA,NA,NA,NA,NA,NA
176117,2,3,3,3,2,2,3,2
176118,NA,NA,NA,NA,NA,NA,NA,NA
176119,3,4,4,NA,NA,NA,NA,NA
176121,NA,NA,NA,NA,NA,NA,NA,NA
176122,4,4,4,3,3,4,3,3
176123,2,3,3,NA,NA,NA,NA,NA
176124,2,4,2,3,3,2,2,1
176125,2,3,3,3,2,3,4,4
176126,NA,NA,NA,2,2,2,2,3
176161,NA,NA,NA,NA,NA,NA,NA,NA
176201,NA,NA,NA,2,2,3,2,3
176202,1,1,1,4,4,4,4,4
176203,3,3,2,2,2,3,3,3
176204,4,4,4,NA,NA,NA,NA,NA
176205,2,2,1,NA,NA,NA,NA,NA
176206,2,3,3,3,3,2,3,4
176207,NA,NA,NA,4,3,3,4,3
176208,2,3,2,NA,NA,NA,NA,NA
176210,2,2,2,3,1,2,2,2
176211,3,3,3,4,3,3,1,4
176212,2,3,3,2,1,2,2,1
176213,3,3,3,2,1,1,3,2
176214,2,3,1,NA,NA,NA,NA,NA
176215,2,2,2,2,2,3,3,2
176216,NA,NA,NA,NA,NA,NA,NA,NA
176217,2,2,2,3,3,3,3,3
176218,3,3,2,2,2,2,2,2
176219,NA,NA,NA,NA,NA,NA,NA,NA
176220,2,3,2,4,4,4,4,4
176221,3,3,2,NA,NA,NA,NA,NA
176222,NA,NA,NA,NA,NA,NA,NA,NA
176223,NA,NA,NA,NA,NA,NA,NA,NA
176224,2,2,2,3,3,3,4,3
176225,2,2,2,4,3,3,4,3
177101,1,3,3,2,2,2,2,2
177102,2,3,3,NA,NA,NA,NA,NA
177103,3,3,2,3,3,3,3,3
177104,2,3,2,2,2,2,2,2
177105,2,3,3,2,1,1,2,3
177106,3,3,4,2,2,2,2,2
177107,4,4,4,1,1,1,1,1
177109,2,2,2,3,3,3,2,3
177110,2,3,3,2,2,2,2,2
177111,4,4,4,1,1,1,2,2
177112,3,3,3,2,1,3,4,3
177113,2,4,3,3,3,2,4,4
177114,3,3,2,2,1,1,3,2
177115,3,3,4,1,1,1,2,2
177116,4,1,2,3,3,3,3,3
177117,NA,2,3,2,1,1,2,1
177118,3,3,3,2,1,1,2,2
177119,2,2,2,2,2,2,2,3
177120,2,2,2,3,2,2,3,3
177123,1,4,3,1,1,1,1,1
177124,2,2,2,NA,NA,NA,NA,NA
177125,2,2,2,2,2,1,3,2
177201,3,3,2,2,1,1,2,2
177202,NA,NA,NA,3,2,1,3,2
177203,NA,NA,NA,NA,NA,NA,NA,NA
177204,NA,NA,NA,2,3,2,3,3
177205,NA,NA,3,NA,NA,NA,NA,NA
177206,2,2,2,3,3,3,3,3
177207,2,1,1,3,2,3,3,4
177208,2,3,2,3,4,4,4,4
177209,2,3,2,2,2,2,3,2
177210,2,2,2,4,2,2,2,2
177212,2,3,2,2,2,2,3,4
177213,NA,NA,NA,2,2,2,3,2
177214,NA,NA,NA,2,3,3,3,3
177215,2,3,2,3,3,3,3,2
177216,NA,NA,NA,2,2,2,2,2
177217,NA,NA,NA,2,1,2,2,2
178101,4,4,4,1,1,1,1,1
178102,2,2,2,3,3,3,4,2
178103,3,3,3,2,1,2,2,2
178104,NA,NA,NA,3,2,2,4,3
178106,3,3,3,NA,NA,NA,NA,NA
178107,1,1,1,4,4,3,2,4
178108,3,2,2,2,3,3,3,2
178109,3,3,3,4,4,4,4,4
178110,3,2,2,3,2,3,3,2
178111,2,2,2,NA,NA,NA,NA,NA
178113,NA,NA,NA,NA,NA,NA,NA,NA
178115,4,4,4,1,1,2,2,1
178116,4,4,4,NA,NA,NA,NA,NA
178117,3,2,2,3,3,3,3,NA
178119,2,4,4,NA,NA,NA,NA,NA
178120,1,2,2,4,4,4,4,4
178121,2,3,2,3,4,4,4,4
178122,1,1,1,3,2,2,3,3
178124,2,3,2,3,2,2,3,3
178125,2,3,2,3,3,3,3,3
178201,NA,NA,NA,NA,NA,NA,NA,NA
178202,NA,NA,NA,2,3,2,2,2
178203,NA,NA,NA,4,3,4,4,4
178204,2,3,2,2,1,1,3,2
178205,1,4,2,2,2,2,2,2
178207,NA,NA,NA,NA,NA,NA,NA,NA
178208,NA,NA,NA,2,2,2,1,1
178209,1,1,1,2,1,1,2,2
178210,2,2,2,2,3,4,4,4
178211,2,2,2,4,4,4,4,4
178212,3,4,4,1,1,1,1,1
178214,1,2,2,3,2,2,3,4
178215,3,3,2,2,2,2,1,2
178218,NA,NA,NA,NA,NA,NA,NA,NA
178219,NA,NA,NA,3,3,3,3,3
178221,3,3,2,2,2,2,3,2
178222,2,2,3,4,2,2,4,3
178223,2,3,2,4,3,3,3,4
178224,2,2,3,NA,NA,NA,NA,NA
178225,NA,NA,NA,NA,NA,NA,NA,NA
179101,NA,NA,NA,NA,NA,NA,NA,NA
179102,3,4,2,2,1,1,1,3
179103,2,2,2,2,3,3,3,3
179104,3,4,4,NA,NA,NA,NA,NA
179105,NA,NA,NA,3,3,3,3,3
179106,2,4,2,3,3,2,4,3
179107,NA,NA,NA,NA,NA,NA,NA,NA
179108,NA,NA,NA,2,2,2,3,3
179109,NA,NA,NA,NA,NA,NA,NA,NA
179110,3,3,2,2,2,2,3,2
179111,NA,NA,NA,2,3,2,2,4
179112,NA,NA,NA,NA,NA,NA,NA,NA
179113,NA,NA,NA,NA,NA,NA,NA,NA
179114,NA,NA,NA,2,1,2,2,2
179115,3,3,3,NA,NA,NA,NA,NA
179116,NA,NA,NA,2,2,2,2,2
179117,3,NA,NA,2,2,3,3,4
179118,3,3,3,3,2,3,4,4
179120,NA,NA,NA,1,1,1,2,1
179121,3,3,2,4,4,4,4,4
179122,NA,NA,NA,3,2,2,4,4
179123,NA,NA,NA,NA,NA,NA,NA,NA
179124,3,3,3,3,2,2,2,3
179125,2,3,2,2,2,2,1,2
179126,3,3,3,2,1,1,2,2
179127,2,3,2,2,2,2,2,2
179128,2,2,2,3,3,2,2,3
179129,3,3,2,NA,NA,NA,NA,NA
179130,NA,NA,NA,NA,NA,NA,NA,NA
179131,4,4,4,NA,NA,NA,NA,NA
179132,3,3,3,2,1,1,1,1
179201,3,3,3,2,2,1,2,2
179202,1,4,2,1,1,1,1,1
179203,2,3,3,NA,NA,NA,NA,NA
179204,2,2,4,2,2,1,3,1
179205,4,4,4,2,2,2,3,2
179206,4,4,4,NA,NA,NA,NA,NA
179207,NA,NA,NA,NA,NA,NA,NA,NA
179208,1,1,1,2,2,3,3,2
179209,1,1,3,3,3,2,3,3
179210,3,4,3,2,2,2,2,2
179211,3,4,NA,3,2,2,2,2
179212,2,2,1,NA,NA,NA,NA,NA
179213,2,3,3,3,3,3,3,3
179214,3,4,3,1,1,1,1,1
179215,4,4,3,1,2,2,3,3
179216,1,4,2,2,3,2,2,3
179217,2,2,2,3,3,3,4,3
179218,4,3,3,1,1,1,1,1
179219,3,3,2,2,1,1,2,1
179220,3,2,3,2,1,2,3,1
179221,4,4,4,2,2,2,2,2
179222,NA,NA,NA,1,1,1,2,2
179223,2,2,2,2,2,2,2,2
179224,NA,NA,NA,4,3,3,4,4
179225,3,3,2,NA,NA,NA,NA,NA
179226,3,4,4,1,1,1,2,1
179227,2,2,2,3,3,3,3,3
179228,4,4,4,1,1,1,3,2
179229,2,3,2,3,3,2,3,2
179230,2,2,2,3,3,4,4,3
179231,2,2,2,2,3,3,3,3
179232,2,2,2,NA,NA,NA,NA,NA
179233,NA,NA,NA,2,2,2,2,2
179234,NA,NA,NA,2,1,2,2,2
179235,3,3,2,1,1,2,3,1
179236,2,4,4,NA,NA,NA,NA,NA
179237,3,3,3,NA,NA,NA,NA,NA
179238,NA,NA,NA,NA,NA,NA,NA,NA
180101,2,3,3,3,3,3,3,3
180102,3,3,2,2,2,2,3,2
180103,3,3,3,2,2,2,4,3
180104,NA,NA,NA,3,2,2,4,3
180105,2,2,3,2,2,2,2,2
180106,NA,NA,NA,3,3,2,3,3
180107,3,3,3,2,2,2,2,2
180108,NA,NA,NA,2,2,2,2,2
180109,NA,NA,NA,2,2,2,3,1
180110,2,1,1,4,3,3,4,3
180111,3,3,2,2,2,2,2,3
180112,NA,NA,NA,2,2,2,3,2
180113,NA,NA,NA,NA,NA,NA,NA,NA
180114,NA,NA,NA,3,3,2,4,3
180116,3,3,2,1,2,1,2,1
180117,3,2,2,4,4,4,4,4
180118,2,2,2,3,4,4,4,4
180119,NA,NA,NA,2,1,2,2,1
180120,3,3,3,NA,NA,NA,NA,NA
180121,NA,NA,NA,2,2,3,3,3
180122,NA,NA,NA,2,2,1,2,2
180123,2,3,3,2,2,1,2,2
180124,3,3,2,3,3,3,3,4
180125,2,3,3,2,2,2,3,2
180127,2,3,3,2,2,2,2,2
180128,3,3,3,3,2,2,3,2
180129,NA,NA,NA,NA,NA,NA,NA,NA
180130,NA,NA,NA,1,1,1,2,1
180132,3,3,3,2,2,2,4,4
180133,3,3,3,1,1,1,1,1
180135,NA,NA,NA,2,2,3,2,3
180136,3,3,3,2,2,1,2,1
180201,NA,NA,NA,2,3,2,3,3
180202,2,2,2,NA,NA,NA,NA,NA
180203,NA,NA,NA,NA,NA,NA,NA,NA
180204,NA,NA,NA,2,2,2,2,2
180206,NA,NA,4,2,1,NA,NA,2
180207,2,3,2,3,3,3,3,3
180209,2,3,4,NA,NA,NA,NA,NA
180210,3,1,2,3,2,2,3,4
180211,NA,NA,NA,NA,NA,NA,NA,NA
180212,NA,NA,NA,NA,NA,NA,NA,NA
180213,3,3,3,1,1,1,2,2
180214,NA,1,1,NA,NA,NA,NA,NA
180215,NA,NA,NA,3,2,2,2,3
180216,NA,NA,NA,NA,NA,NA,NA,NA
180217,NA,NA,NA,2,2,2,4,2
180218,NA,NA,NA,4,2,4,4,3
180219,NA,NA,NA,NA,NA,NA,NA,NA
180221,3,3,4,1,1,1,1,1
180222,2,2,2,3,3,3,3,3
180224,1,2,2,NA,NA,NA,NA,NA
180225,NA,NA,NA,NA,NA,NA,NA,NA
180227,2,3,4,3,2,2,2,2
180229,2,2,2,NA,NA,NA,NA,NA
180230,2,3,2,NA,NA,NA,NA,NA
180233,NA,NA,1,3,2,2,2,3
180261,NA,NA,NA,NA,NA,NA,NA,NA
180262,NA,NA,NA,NA,NA,NA,NA,NA
181101,3,3,2,2,2,2,2,2
181102,3,3,2,2,2,2,3,2
181103,3,4,4,NA,NA,NA,NA,NA
181104,2,2,3,3,4,3,3,4
181105,2,2,2,NA,NA,NA,NA,NA
181106,3,4,4,NA,NA,NA,NA,NA
181107,3,3,3,2,2,2,3,2
181108,4,4,4,1,1,1,1,1
181109,4,3,3,NA,NA,NA,NA,NA
181110,4,4,4,1,1,1,2,2
181111,2,3,2,4,3,2,3,3
181112,2,4,NA,3,2,1,2,3
181113,NA,NA,NA,NA,NA,NA,NA,NA
181114,3,3,3,NA,NA,NA,NA,NA
181115,2,2,2,4,4,4,4,4
181116,3,3,3,NA,NA,NA,NA,NA
181118,NA,NA,NA,NA,NA,NA,NA,NA
181120,4,4,4,NA,NA,NA,NA,NA
181121,4,1,1,3,3,2,3,3
181122,3,4,3,2,3,2,3,4
181123,4,3,2,NA,NA,NA,NA,NA
181124,2,1,2,NA,NA,NA,NA,NA
181125,3,3,3,2,2,1,2,1
181126,2,3,1,4,4,4,4,4
181127,3,4,3,NA,NA,NA,NA,NA
181128,NA,NA,NA,NA,NA,NA,NA,NA
181129,3,3,3,3,2,2,3,3
181130,3,4,2,2,1,1,1,1
181131,3,4,4,NA,NA,NA,NA,NA
181201,NA,NA,3,2,1,1,2,2
181202,NA,NA,NA,3,3,3,3,3
181203,NA,NA,NA,2,2,3,2,3
181204,NA,NA,NA,2,1,1,2,2
181205,2,2,2,3,3,2,4,3
181206,3,3,3,NA,NA,NA,NA,NA
181207,1,4,1,4,2,2,4,4
181209,3,4,4,2,1,1,1,1
181211,NA,NA,3,2,1,1,2,2
181212,NA,NA,1,4,3,3,4,4
181213,3,4,4,NA,NA,NA,NA,NA
181214,NA,NA,NA,2,2,2,3,3
181215,2,3,3,2,2,2,2,2
181216,3,3,3,3,2,2,3,3
181217,NA,NA,NA,3,3,2,4,3
181218,NA,NA,NA,4,3,4,4,4
181219,3,3,3,NA,NA,NA,NA,NA
181220,2,2,3,3,3,3,3,3
181221,3,3,3,4,4,4,4,4
181222,4,4,4,NA,NA,NA,NA,NA
181223,2,2,1,NA,NA,NA,NA,NA
181224,3,3,3,3,3,2,3,3
181225,4,4,4,NA,NA,NA,NA,NA
181226,3,3,3,2,3,2,3,2
181227,4,4,2,3,2,2,3,3
181228,NA,NA,NA,2,2,2,3,3
181229,NA,NA,NA,2,2,2,3,3
182101,2,3,3,NA,NA,NA,NA,NA
182103,3,3,3,2,1,1,3,3
182106,2,3,2,4,3,3,3,3
182110,NA,NA,NA,NA,NA,NA,NA,NA
182111,NA,NA,NA,NA,NA,NA,NA,NA
182112,3,3,2,NA,NA,NA,NA,NA
182161,NA,NA,NA,NA,NA,NA,NA,NA
182201,3,2,2,NA,NA,NA,NA,NA
182202,2,3,2,NA,NA,NA,NA,NA
182204,2,2,2,NA,NA,NA,NA,NA
182205,2,2,2,NA,NA,NA,NA,NA
182206,2,3,3,NA,NA,NA,NA,NA
182208,3,2,3,NA,NA,NA,NA,NA
182209,3,2,2,NA,NA,NA,NA,NA
182210,2,4,4,NA,NA,NA,NA,NA
182211,3,3,2,NA,NA,NA,NA,NA
182212,4,4,4,NA,NA,NA,NA,NA
182213,2,3,2,NA,NA,NA,NA,NA
182216,3,4,3,NA,NA,NA,NA,NA
182217,3,2,3,NA,NA,NA,NA,NA
182218,2,3,2,NA,NA,NA,NA,NA
182219,1,1,1,NA,NA,NA,NA,NA
182220,2,3,3,NA,NA,NA,NA,NA
182222,NA,NA,NA,NA,NA,NA,NA,NA
182223,NA,NA,NA,NA,NA,NA,NA,NA
182224,2,2,2,NA,NA,NA,NA,NA
182226,3,3,2,NA,NA,NA,NA,NA
182227,2,4,1,NA,NA,NA,NA,NA
182228,4,4,4,NA,NA,NA,NA,NA
183101,4,4,4,NA,NA,NA,NA,NA
183102,1,4,3,2,1,1,1,1
183104,NA,NA,NA,3,2,2,3,3
183105,NA,NA,NA,2,2,2,2,2
183108,3,3,3,4,3,2,3,3
183110,2,2,3,NA,NA,NA,NA,NA
183113,4,3,3,NA,NA,NA,NA,NA
183116,NA,NA,NA,3,3,3,3,2
183118,NA,NA,NA,NA,NA,NA,NA,NA
183119,3,4,3,NA,NA,NA,NA,NA
183120,4,4,4,NA,NA,NA,NA,NA
183201,2,3,3,2,2,3,3,3
183202,3,3,3,3,2,2,3,3
183203,2,3,2,3,3,3,3,3
183204,3,3,3,2,2,1,2,2
183205,3,3,3,2,2,1,3,3
183206,2,3,2,3,2,2,3,2
183207,3,4,3,4,4,4,4,4
183208,4,4,3,2,2,2,2,3
183210,2,3,3,3,2,2,3,NA
183211,NA,NA,NA,NA,NA,NA,NA,NA
183212,3,3,3,2,2,3,2,2
183213,2,2,2,4,4,4,4,4
183214,2,2,2,2,2,2,2,2
183215,NA,NA,NA,2,2,2,2,2
183216,3,2,2,2,2,2,3,3
183217,3,4,4,NA,NA,NA,NA,NA
183218,4,4,4,1,1,1,1,1
183219,2,3,3,4,3,3,4,4
183261,NA,NA,NA,NA,NA,NA,NA,NA
184101,3,3,2,3,3,3,4,4
184102,1,1,1,4,4,4,4,4
184103,NA,NA,NA,4,4,4,4,4
184104,2,2,2,4,3,3,4,4
184105,NA,NA,NA,NA,NA,NA,NA,NA
184106,2,3,4,3,4,3,4,4
184107,2,3,2,2,1,1,2,2
184109,2,2,1,3,3,3,4,4
184110,NA,NA,NA,NA,NA,NA,NA,NA
184111,2,3,2,3,3,3,4,4
184113,3,4,3,3,3,3,3,4
184114,2,2,2,3,2,3,4,3
184115,2,2,2,4,3,4,4,4
184116,2,2,2,3,3,3,4,3
184201,3,3,2,4,3,3,4,3
184203,4,4,3,2,2,2,3,3
184205,2,NA,NA,NA,NA,NA,NA,NA
184206,2,2,2,4,4,4,4,4
184207,3,3,2,2,2,3,2,3
184208,3,4,3,NA,NA,NA,NA,NA
184209,3,3,2,2,2,2,3,3
184210,2,3,3,NA,NA,NA,NA,NA
184211,3,3,3,3,3,4,4,4
184212,1,2,1,3,4,3,4,4
184213,3,3,3,2,2,2,2,2
184215,2,2,2,2,1,1,2,3
184216,3,2,NA,4,3,3,4,4
184217,3,4,3,2,2,2,3,3
184218,3,3,3,2,2,1,2,2
184219,3,2,2,3,3,3,4,3
184220,4,NA,NA,NA,NA,NA,NA,NA
184221,3,2,3,3,2,2,3,3
184222,3,3,3,2,1,2,2,2
184223,3,3,3,2,1,1,3,2
184225,4,3,3,2,3,3,4,4
184226,1,3,3,2,2,2,3,3
184227,NA,NA,NA,NA,NA,NA,NA,NA
184228,3,3,3,2,2,2,2,2
184229,3,3,3,NA,NA,NA,NA,NA
184230,1,1,1,3,3,3,3,3
185101,2,4,4,1,2,2,2,1
185102,2,4,2,3,3,2,3,2
185103,2,3,3,4,3,2,3,3
185104,2,1,2,4,4,4,3,4
185105,2,2,2,3,3,3,3,3
185106,3,3,2,2,2,1,2,3
185107,4,4,4,1,1,1,1,1
185108,4,4,4,2,2,2,2,1
185109,3,3,3,2,2,2,2,2
185110,3,2,2,2,1,2,2,1
185111,2,2,2,3,2,3,3,3
185112,2,2,2,4,4,4,4,4
185113,2,2,2,2,2,2,2,2
185114,2,3,2,3,3,3,2,2
185115,2,3,3,2,2,1,2,2
185116,NA,NA,NA,2,1,1,2,1
185117,4,4,4,1,1,1,1,4
185118,3,2,2,2,2,1,3,2
185119,4,4,4,NA,NA,NA,NA,NA
185120,2,3,3,1,1,1,1,1
185121,2,3,3,1,1,1,3,1
185122,4,4,4,4,3,2,4,4
185202,NA,NA,NA,NA,NA,NA,NA,NA
185203,3,3,3,3,3,3,3,3
185204,NA,NA,NA,2,2,1,2,2
185205,2,2,2,3,2,2,3,3
185206,NA,NA,NA,3,2,2,3,2
185208,3,3,3,2,2,1,2,2
185209,1,2,2,3,3,2,3,4
185210,3,3,3,NA,NA,NA,NA,NA
185211,4,4,4,NA,NA,NA,NA,NA
185212,3,3,3,2,1,2,NA,2
185213,3,4,4,2,2,2,3,2
185214,3,3,3,2,2,2,2,2
185216,2,4,4,2,2,2,2,2
185217,2,3,2,2,2,2,4,3
185218,3,4,4,4,3,4,4,4
185219,3,3,3,2,2,2,2,2
185220,3,3,3,3,2,2,4,3
185222,3,4,3,2,2,2,2,2
185223,1,1,1,4,2,3,3,3
185224,4,4,4,NA,NA,NA,NA,NA
185225,2,3,2,2,2,2,3,2
185226,3,2,2,2,2,2,2,2
185227,2,3,2,3,3,3,3,3
186102,NA,NA,NA,2,NA,NA,NA,NA
186103,2,2,2,NA,NA,NA,NA,NA
186104,NA,NA,2,4,3,3,4,4
186105,2,3,1,3,2,2,3,2
186106,NA,NA,NA,2,3,3,4,4
186107,NA,NA,NA,2,1,2,3,3
186108,2,2,2,2,2,2,3,4
186109,NA,NA,NA,NA,NA,NA,NA,NA
186111,NA,NA,NA,NA,NA,NA,NA,NA
186112,1,4,1,4,3,4,4,3
186113,2,4,3,2,2,2,3,3
186114,3,2,3,2,3,3,2,4
186116,NA,NA,NA,2,NA,NA,NA,NA
186117,3,3,3,NA,NA,NA,NA,NA
186118,2,2,2,2,2,2,4,4
186119,2,3,3,3,3,3,4,4
186120,3,4,4,NA,NA,NA,NA,NA
186121,4,4,2,3,2,2,4,4
186202,3,4,4,2,3,4,3,2
186203,2,2,2,NA,NA,NA,NA,NA
186204,NA,NA,NA,3,3,2,3,3
186205,3,2,2,3,2,2,NA,4
186206,2,3,2,3,3,3,3,3
186207,1,1,2,2,2,2,2,2
186208,2,3,2,3,2,2,2,3
186209,3,3,4,4,3,3,3,3
186210,2,2,1,NA,NA,NA,NA,NA
186211,4,4,4,2,2,3,2,3
186212,2,2,2,3,2,2,3,2
186213,2,2,2,NA,NA,NA,NA,NA
186214,2,3,1,NA,NA,NA,NA,NA
186215,2,2,2,3,2,2,3,3
186216,NA,NA,NA,2,1,1,2,2
186217,3,3,3,2,1,3,2,2
186218,3,3,3,4,4,4,4,4
186219,3,4,3,2,2,2,2,2
186220,NA,NA,NA,2,2,2,2,2
186221,2,1,1,2,3,3,3,3
186222,3,3,3,3,2,2,3,2
186223,NA,NA,NA,2,3,2,3,3
186224,3,3,3,NA,NA,NA,NA,NA
186225,3,3,3,2,1,2,2,2
186226,3,2,2,3,4,4,4,4
186227,NA,NA,NA,3,3,3,4,4
186228,NA,NA,NA,NA,NA,NA,NA,NA
186229,3,2,1,3,3,3,3,4
186230,2,3,2,2,3,2,3,2
187101,2,4,2,2,2,2,3,2
187102,2,3,2,4,3,3,4,4
187103,4,4,4,1,1,1,1,1
187104,3,3,3,1,1,1,1,2
187105,2,2,3,2,3,3,3,3
187106,NA,NA,NA,3,2,3,3,3
187107,NA,NA,NA,4,2,4,4,4
187108,NA,NA,NA,NA,NA,NA,NA,NA
187109,NA,NA,NA,3,3,3,3,3
187110,3,1,2,3,2,3,4,3
187111,NA,NA,NA,2,3,3,3,2
187112,3,2,2,NA,NA,NA,NA,NA
187113,3,3,3,2,2,2,2,2
187114,3,3,3,2,2,2,2,2
187115,3,1,1,1,4,1,2,4
187116,NA,NA,NA,4,3,3,3,3
187117,NA,NA,NA,NA,NA,NA,NA,NA
187118,NA,NA,NA,NA,NA,NA,NA,NA
187119,3,2,3,3,4,4,4,4
187120,2,2,3,2,2,2,2,2
187121,3,3,2,NA,NA,NA,NA,NA
187122,2,2,2,2,2,2,2,2
187123,2,2,2,2,3,2,4,3
187125,3,2,2,NA,NA,NA,NA,NA
187202,3,3,3,2,1,1,2,1
187204,2,2,2,3,2,4,3,3
187205,NA,NA,NA,NA,NA,NA,NA,NA
187206,2,3,3,2,2,2,3,3
187207,2,3,3,3,2,2,4,1
187208,2,2,2,NA,NA,NA,NA,NA
187209,NA,NA,NA,NA,NA,NA,NA,NA
187210,2,1,1,2,2,3,2,3
187211,2,3,3,NA,NA,NA,NA,NA
187212,3,2,2,2,2,4,4,4
187213,3,2,3,2,2,3,3,3
187214,NA,NA,NA,NA,NA,NA,NA,NA
187215,NA,NA,NA,NA,NA,NA,NA,NA
187216,2,2,1,2,2,2,2,2
187217,1,1,3,4,4,4,4,4
187218,2,2,2,NA,NA,NA,NA,NA
187219,2,2,2,2,2,2,2,2
187220,NA,NA,NA,4,4,4,4,4
188101,NA,NA,NA,2,2,2,3,1
188102,3,3,3,3,3,3,3,3
188103,NA,NA,NA,NA,NA,NA,NA,NA
188104,3,2,2,3,2,2,3,2
188106,3,3,3,2,2,3,3,2
188107,1,4,4,2,2,2,2,2
188109,3,3,3,1,1,1,2,1
188110,NA,NA,NA,NA,NA,NA,NA,NA
188111,2,3,3,NA,NA,NA,NA,NA
188112,2,3,3,NA,NA,NA,NA,NA
188113,3,4,4,2,1,1,2,1
188114,4,4,2,NA,NA,NA,NA,NA
188115,4,4,4,4,4,3,4,4
188116,2,2,2,2,2,2,3,2
188117,2,1,1,4,4,4,4,4
188118,2,3,2,2,2,2,2,2
188119,NA,NA,NA,2,1,2,2,2
188121,2,2,2,NA,NA,NA,NA,NA
188124,3,4,2,1,1,1,2,2
188201,2,2,2,2,2,2,2,2
188202,4,4,4,2,2,1,1,2
188203,1,1,1,4,4,4,4,4
188204,NA,NA,NA,2,3,2,2,2
188205,2,4,2,1,1,1,1,1
188206,2,3,3,3,2,3,3,3
188207,3,3,4,NA,NA,NA,NA,NA
188208,1,1,1,3,2,4,4,4
188209,4,4,4,1,1,1,2,1
188210,3,3,3,NA,NA,NA,NA,NA
188211,3,4,4,2,2,3,3,2
188212,3,3,2,NA,NA,NA,NA,NA
188213,2,3,3,3,2,3,3,4
188214,2,1,1,2,3,4,4,2
189101,3,4,2,NA,NA,NA,NA,NA
189104,2,2,2,2,2,2,2,2
189105,NA,NA,NA,2,2,2,3,1
189106,2,2,2,2,2,3,3,1
189109,2,3,2,3,2,2,3,3
189110,2,3,2,2,3,4,3,2
189113,NA,NA,NA,NA,NA,NA,NA,NA
189201,4,4,4,2,2,2,2,2
189202,1,2,1,2,3,3,3,4
189203,NA,NA,NA,2,1,1,2,2
189204,3,3,2,NA,NA,NA,NA,NA
189205,2,3,3,2,2,2,3,2
189206,NA,NA,NA,3,3,3,3,3
189207,NA,NA,NA,NA,NA,NA,NA,NA
189208,1,3,3,2,2,2,2,2
189209,2,2,2,3,2,3,3,3
189210,2,2,2,NA,NA,NA,NA,NA
189211,4,4,4,2,1,1,3,3
189212,3,2,1,2,2,2,2,2
189213,3,4,4,1,1,2,2,2
189214,NA,NA,NA,3,2,2,3,3
189215,2,3,3,NA,NA,NA,NA,NA
190101,2,2,2,NA,NA,NA,NA,NA
190102,2,2,2,NA,NA,NA,NA,NA
190103,2,3,3,NA,NA,NA,NA,NA
190104,NA,NA,NA,NA,NA,NA,NA,NA
190105,3,3,3,2,2,2,4,2
190106,2,3,2,NA,NA,NA,NA,NA
190109,1,2,1,NA,NA,NA,NA,NA
190110,2,3,3,NA,NA,NA,NA,NA
190111,1,1,1,3,3,3,4,4
190113,3,3,2,2,2,2,2,2
190114,NA,4,4,NA,NA,NA,NA,NA
190115,2,2,3,NA,NA,NA,NA,NA
190116,4,3,3,NA,NA,NA,NA,NA
190201,NA,NA,NA,2,2,2,4,4
190202,NA,NA,NA,2,2,3,3,3
190203,2,3,1,NA,NA,NA,NA,NA
190205,NA,NA,NA,NA,NA,NA,NA,NA
190206,NA,NA,NA,2,2,2,2,3
190207,NA,NA,NA,2,1,1,1,2
190208,3,3,3,NA,NA,NA,NA,NA
190210,3,3,2,2,2,2,3,4
190211,NA,NA,NA,NA,NA,NA,NA,NA
190212,NA,NA,NA,NA,NA,NA,NA,NA
190213,NA,NA,NA,2,3,2,3,3
190216,3,4,2,3,2,2,3,3
190217,1,2,1,3,2,2,3,4
190218,NA,NA,NA,NA,NA,NA,NA,NA
190219,2,1,1,3,3,4,4,3
190221,2,2,2,NA,NA,NA,NA,NA
190222,NA,NA,NA,2,2,2,4,2
190223,NA,NA,NA,2,3,3,3,2
190224,2,3,1,NA,NA,NA,NA,NA
190225,NA,NA,NA,NA,NA,NA,NA,NA
191102,2,3,3,3,3,3,3,3
191103,NA,NA,NA,NA,NA,NA,NA,NA
191104,NA,NA,NA,NA,NA,NA,NA,NA
191106,2,3,2,2,2,2,3,3
191107,2,2,2,2,2,2,3,3
191108,NA,NA,NA,3,2,2,4,3
191109,3,4,4,NA,NA,NA,NA,NA
191110,2,3,1,2,2,2,4,3
191111,NA,NA,NA,3,4,3,3,3
191112,3,2,2,NA,NA,NA,NA,NA
191113,4,3,4,1,1,1,1,1
191114,NA,NA,NA,NA,NA,3,NA,NA
191115,NA,NA,NA,2,2,2,3,3
191118,3,3,3,NA,NA,NA,NA,NA
191119,NA,NA,NA,NA,NA,NA,NA,NA
191120,NA,NA,NA,NA,NA,NA,NA,NA
191121,NA,NA,NA,NA,NA,NA,NA,NA
191122,2,2,2,NA,NA,NA,3,NA
191161,NA,NA,NA,NA,NA,NA,NA,NA
191201,NA,NA,NA,2,1,1,2,2
191202,4,3,4,2,1,1,2,2
191203,NA,NA,NA,3,3,3,3,3
191204,3,2,2,4,4,4,4,4
191205,2,3,2,NA,NA,NA,NA,NA
191206,NA,NA,NA,NA,NA,NA,NA,NA
191207,3,3,2,4,4,4,4,4
191208,NA,NA,NA,NA,NA,NA,NA,NA
191209,NA,NA,NA,NA,NA,NA,NA,NA
191210,4,4,4,NA,NA,NA,NA,NA
191211,3,3,2,1,2,1,2,2
191212,NA,NA,NA,2,2,2,3,2
191213,3,3,3,2,2,1,2,2
